Time,Variable,Municipality,Value
2005,HWI,Upplands Väsby,3.717945503249003
2005,HWI,Vallentuna,3.7512326538951286
2005,HWI,Österåker,3.7447536612622505
2005,HWI,Värmdö,3.7221526877422684
2005,HWI,Järfälla,3.7394351797979013
2005,HWI,Ekerö,3.7520636288042426
2005,HWI,Huddinge,3.776182397589071
2005,HWI,Botkyrka,3.7893405861611944
2005,HWI,Salem,3.788162822658342
2005,HWI,Haninge,3.797417448888302
2005,HWI,Tyresö,3.8240791673257633
2005,HWI,Upplands-Bro,3.723443558624139
2005,HWI,Nykvarn,3.748163546246334
2005,HWI,Täby,3.7101686234457767
2005,HWI,Danderyd,3.715884463962917
2005,HWI,Sollentuna,3.716302062073711
2005,HWI,Stockholm,3.7553267561638526
2005,HWI,Södertälje,3.790531272622377
2005,HWI,Nacka,3.7742335194282717
2005,HWI,Sundbyberg,3.7391810828830394
2005,HWI,Solna,3.7277389849628166
2005,HWI,Lidingö,3.716296887042594
2005,HWI,Vaxholm,3.749447808324132
2005,HWI,Norrtälje,3.8004574157061155
2005,HWI,Sigtuna,3.71195705063795
2005,HWI,Nynäshamn,3.8073635357126974
2005,HWI,Håbo,3.6853628411762998
2005,HWI,Älvkarleby,3.2015188869475804
2005,HWI,Knivsta,3.69591529266114
2005,HWI,Heby,3.3948651631017315
2005,HWI,Tierp,3.4052612580727275
2005,HWI,Uppsala,3.6293838529786626
2005,HWI,Enköping,3.5518799721962098
2005,HWI,Östhammar,3.5602837668795475
2005,HWI,Vingåker,3.5521868859185197
2005,HWI,Gnesta,3.7490339613722856
2005,HWI,Nyköping,3.923371974720665
2005,HWI,Oxelösund,3.878698046907886
2005,HWI,Flen,3.7817763079729763
2005,HWI,Katrineholm,3.7750141774011094
2005,HWI,Eskilstuna,3.4427991032120127
2005,HWI,Strängnäs,3.5730037370046452
2005,HWI,Trosa,3.841914853739204
2005,HWI,Ödeshög,3.833621286442987
2005,HWI,Ydre,3.8731466934018246
2005,HWI,Kinda,3.8424640847802807
2005,HWI,Boxholm,3.8072139404347842
2005,HWI,Åtvidaberg,3.8989580408996507
2005,HWI,Finspång,3.6120571096635428
2005,HWI,Valdemarsvik,3.986753359148776
2005,HWI,Linköping,3.719967890870206
2005,HWI,Norrköping,3.8839081258349633
2005,HWI,Söderköping,3.9272682619010375
2005,HWI,Motala,3.4865072232760217
2005,HWI,Vadstena,3.6935761470727217
2005,HWI,Mjölby,3.7295963165268113
2005,HWI,Aneby,3.991824919868334
2005,HWI,Gnosjö,4.2005488468730645
2005,HWI,Mullsjö,4.057877135691543
2005,HWI,Habo,4.000124010147123
2005,HWI,Gislaved,4.13753357110891
2005,HWI,Vaggeryd,4.109969601498439
2005,HWI,Jönköping,4.081514162228136
2005,HWI,Nässjö,4.04629396156247
2005,HWI,Värnamo,4.059360423378009
2005,HWI,Sävsjö,4.072225727835391
2005,HWI,Vetlanda,3.958875032950761
2005,HWI,Eksjö,3.9186240233955996
2005,HWI,Tranås,3.936126358458683
2005,HWI,Uppvidinge,3.817198894351153
2005,HWI,Lessebo,3.6754621466345014
2005,HWI,Tingsryd,3.368017151864977
2005,HWI,Alvesta,3.762573296321675
2005,HWI,Älmhult,3.4785478335312128
2005,HWI,Markaryd,3.5578039043071414
2005,HWI,Växjö,3.8385947289649667
2005,HWI,Ljungby,3.8102669899084316
2005,HWI,Högsby,3.663362382515087
2005,HWI,Torsås,3.249823725087497
2005,HWI,Mörbylånga,3.290318787787199
2005,HWI,Hultsfred,3.79194046793485
2005,HWI,Mönsterås,3.5531375332772015
2005,HWI,Emmaboda,3.434446773270394
2005,HWI,Kalmar,3.3695139539930645
2005,HWI,Nybro,3.518673612790328
2005,HWI,Oskarshamn,3.731871369613701
2005,HWI,Västervik,3.921602408077223
2005,HWI,Vimmerby,3.799446203736807
2005,HWI,Borgholm,3.325357684121807
